N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B
199.1514619041546,50.70195658985637,122.9281242966268,5.672249077129496,1.8234064472775933,1.0749651324332912,45.673355041506106,2.0298368133211566,12.525553671870982,2.4077500190833594,2.3085176667492937,0.1453140608092646
127.52105738241976,114.03452670969456,167.9246837380777,7.959935455526984,0.5881407225692478,0.9331393438472718,72.16827762773733,8.038039412355337,7.415875417426365,1.5154268167610137,22.55082916055901,1.4926416183433329
146.905192868696,23.06861818053391,197.8078519036754,5.54106420570584,1.207871236409239,1.809526960442804,78.89488861564905,6.574464635373046,44.732297405073325,3.1455368903804133,7.308377800529944,2.366171767292436
198.04643554841329,131.92160809183397,94.78263884847338,4.910659206153025,1.4859893112552824,0.5292175268419288,47.511181816300045,1.1219388243076238,17.718681461325236,0.9934156387152476,5.744106488487183,0.4410853433104056
115.53540156532164,35.40502398146249,184.0977737723179,5.594431042650273,1.8025154310710745,1.1976004374968958,71.30593263902192,5.666520754854607,30.888013190519143,4.881380316940757,20.98261095126656,2.5465318627260114
46.91210671268294,53.30700751590482,211.97628626808296,4.538211106467877,0.4010233120498824,0.1505851035232863,64.44692240862508,7.222288232683971,44.17591336536634,4.205481258572444,4.1627089184063815,1.8797136937624008
72.35520928383227,61.84158349150732,244.60436882092063,7.713157189258016,1.960714450290928,1.2491029850043542,4.130328531324459,9.750949672291142,31.27519890821018,0.4623830175937996,16.382289871065446,0.1432277050960776
145.1587423455363,107.35159232891434,99.17895509202954,5.340034685151638,0.9017475767610664,1.1449254733448917,6.60862710921719,9.733817397568982,1.6967817466947597,2.745266092181086,18.449937325195943,1.017068646968574
153.99131202405388,91.74513888565733,67.20011792161675,4.854392811677704,2.4012189454598336,1.2433312758143602,60.67102200657764,8.212961316607052,32.70806841400802,0.8141579449017992,13.998576222164266,0.6528758262998977
145.64039627394382,35.962555004976295,17.473956468614695,5.224047652508849,2.178789978350755,0.895438763717416,18.390961986471325,8.535224591877908,19.106591133602013,3.403738077310746,21.656685121799768,1.1810283601608598
175.84501239161168,52.93934705503951,222.7423695882553,7.690415717733543,0.1958583265301263,0.6217766808517798,54.83656814520288,6.420821699637879,4.186392203350967,0.4765890698335847,13.84031324841027,0.284640485819426
110.22370988020047,147.26970688846015,95.15710304196033,6.135065145262112,0.2522069630300592,0.3811472643668776,3.3414477346826352,2.709659978195494,31.548836533648824,1.1672653621335214,9.36575985088607,2.729938383929746
34.58904123874085,49.920479143511415,164.0162138509616,7.183319321991011,2.177676018258626,1.6759275552142607,62.59637610883533,6.247818276520532,37.95414278436454,0.5861545993108056,2.517372618504427,1.7451553555572654
47.24500878872055,7.828715613499756,212.69764453460817,4.68373522822314,1.6440355505089952,0.7919546333576937,22.60010323701375,9.948115773283774,37.62523338978259,4.01503884029708,11.617520443930603,2.673631804588091
